"","Tier","Yellow","Green"
"88605",5,2,0
"88606",6,0,1
"88607",7,1,1
"88608",8,1,0
"88609",9,1,0
"88610",10,2,1
"88611",1,0,0
"88612",2,2,0
"88613",3,2,0
"88614",4,1,0
"88615",5,2,0
"88616",6,0,1
"88617",7,2,0
"88618",8,0,1
"88619",9,1,1
"88620",10,2,0
"88621",1,1,0
"88622",2,1,1
"88623",3,1,0
"88624",4,1,0
"88625",5,3,0
"88626",6,1,1
"88627",7,1,1
"88628",8,2,0
"88629",9,1,1
"88630",10,2,0
"88631",1,1,0
"88632",2,1,1
"88633",3,1,1
"88634",4,0,1
"88635",5,3,0
"88636",6,2,0
"88637",7,1,0
"88638",8,2,0
"88639",9,0,0
"88640",10,0,0
"88641",1,0,1
"88642",2,1,0
"88643",3,1,1
"88644",4,3,0
"88645",5,2,0
"88646",6,0,3
"88647",7,1,0
"88648",8,0,1
"88649",9,2,0
"88650",10,0,1
"88651",1,1,0
"88652",2,0,0
"88653",3,2,0
"88654",4,1,1
"88655",5,3,0
"88656",6,2,0
"88657",7,3,0
"88658",8,0,0
"88659",9,2,0
"88660",10,2,0
"88661",1,0,1
"88662",2,2,1
"88663",3,0,1
"88664",4,1,1
"88665",5,0,1
"88666",6,3,0
"88667",7,1,0
"88668",8,1,1
"88669",9,3,0
"88670",10,0,1
"88671",1,1,1
"88672",2,0,2
"88673",3,1,2
"88674",4,2,0
"88675",5,1,0
"88676",6,0,1
"88677",7,1,0
"88678",8,1,1
"88679",9,2,0
"88680",10,1,0
"88681",1,0,3
"88682",2,2,2
"88683",3,0,1
"88684",4,0,1
"88685",5,2,0
"88686",6,3,0
"88687",7,2,0
"88688",8,0,0
"88689",9,1,0
"88690",10,2,0
"88691",1,0,1
"88692",2,1,1
"88693",3,3,0
"88694",4,0,1
"88695",5,1,1
"88696",6,2,0
"88697",7,2,0
"88698",8,0,2
"88699",9,0,0
"88700",10,1,1
"88701",1,1,1
"88702",2,0,1
"88703",3,1,0
"88704",4,2,0
"88705",5,3,0
"88706",6,1,1
"88707",7,2,0
"88708",8,0,1
"88709",9,1,0
"88710",10,2,0
"88711",1,0,0
"88712",2,1,1
"88713",3,2,0
"88714",4,2,0
"88715",5,3,0
"88716",6,2,0
"88717",7,2,0
"88718",8,1,0
"88719",9,0,2
"88720",10,0,3
"88721",1,1,0
"88722",2,2,0
"88723",3,2,1
"88724",4,1,0
"88725",5,3,0
"88726",6,0,1
"88727",7,1,1
"88728",8,1,1
"88729",9,2,0
"88730",10,1,0
"88731",1,1,0
"88732",2,1,1
"88733",3,4,0
"88734",4,1,2
"88735",5,3,0
"88736",6,1,0
"88737",7,0,1
"88738",8,0,2
"88739",9,0,0
"88740",10,3,0
"88741",1,0,0
"88742",2,0,1
"88743",3,3,0
"88744",4,1,1
"88745",5,2,0
"88746",6,0,1
"88747",7,0,2
"88748",8,1,1
"88749",9,2,0
"88750",10,0,2
"88751",1,2,0
"88752",2,0,1
"88753",3,1,1
"88754",4,3,0
"88755",5,2,1
"88756",6,1,0
"88757",7,1,1
"88758",8,2,0
"88759",9,3,0
"88760",10,2,0
"88761",1,0,0
"88762",2,3,0
"88763",3,0,1
"88764",4,2,0
"88765",5,1,1
"88766",6,0,0
"88767",7,1,0
"88768",8,1,1
"88769",9,2,0
"88770",10,1,0
"88771",1,2,1
"88772",2,0,1
"88773",3,1,1
"88774",4,1,0
"88775",5,1,0
"88776",6,0,1
"88777",7,2,0
"88778",8,1,0
"88779",9,2,0
"88780",10,0,1
"88781",1,0,0
"88782",2,1,1
"88783",3,0,1
"88784",4,0,2
"88785",5,2,0
"88786",6,2,1
"88787",7,2,1
"88788",8,1,0
"88789",9,0,0
"88790",10,1,0
"88791",1,0,1
"88792",2,1,0
"88793",3,0,2
"88794",4,1,1
"88795",5,1,0
"88796",6,3,0
"88797",7,0,0
"88798",8,1,0
"88799",9,1,1
"88800",10,1,1
"88801",1,1,0
"88802",2,1,1
"88803",3,1,0
"88804",4,0,3
"88805",5,2,0
"88806",6,1,0
"88807",7,2,0
"88808",8,2,0
"88809",9,2,0
"88810",10,2,1
"88811",1,0,2
"88812",2,2,0
"88813",3,0,2
"88814",4,2,0
"88815",5,3,0
"88816",6,1,0
"88817",7,1,0
"88818",8,0,0
"88819",9,2,0
"88820",10,2,0
"88821",1,1,1
"88822",2,3,0
"88823",3,0,2
"88824",4,0,1
"88825",5,0,1
"88826",6,0,0
"88827",7,4,0
"88828",8,1,0
"88829",9,0,1
"88830",10,2,0
"88831",1,0,1
"88832",2,0,1
"88833",3,0,0
"88834",4,0,1
"88835",5,2,0
"88836",6,2,0
"88837",7,2,0
"88838",8,2,1
"88839",9,1,0
"88840",10,2,0
"88841",1,1,1
"88842",2,2,0
"88843",3,0,2
"88844",4,1,2
"88845",5,1,0
"88846",6,2,1
"88847",7,3,0
"88848",8,1,0
"88849",9,1,1
"88850",10,1,0
"88851",1,1,0
"88852",2,2,0
"88853",3,0,0
"88854",4,2,0
"88855",5,3,0
"88856",6,0,2
"88857",7,1,0
"88858",8,0,1
"88859",9,1,0
"88860",10,2,0
"88861",1,2,0
"88862",2,2,0
"88863",3,1,0
"88864",4,2,0
"88865",5,1,1
"88866",6,1,1
"88867",7,1,0
"88868",8,1,1
"88869",9,0,1
"88870",10,1,1
"88871",1,0,0
"88872",2,2,0
"88873",3,1,0
"88874",4,0,1
"88875",5,2,0
"88876",6,2,0
"88877",7,2,0
"88878",8,1,0
"88879",9,1,0
"88880",10,1,0
"88881",1,1,0
"88882",2,2,0
"88883",3,0,0
"88884",4,1,0
"88885",5,3,0
"88886",6,1,0
"88887",7,0,2
"88888",8,1,0
"88889",9,1,1
"88890",10,2,1
"88891",1,1,0
"88892",2,1,0
"88893",3,4,0
"88894",4,1,0
"88895",5,3,0
"88896",6,2,0
"88897",7,1,0
"88898",8,1,0
"88899",9,2,1
"88900",10,1,0
"88901",1,1,0
"88902",2,0,1
"88903",3,2,0
"88904",4,1,0
"88905",5,2,0
"88906",6,0,2
"88907",7,2,0
"88908",8,1,0
"88909",9,2,0
"88910",10,3,0
"88911",1,1,1
"88912",2,2,0
"88913",3,1,0
"88914",4,1,2
"88915",5,0,2
"88916",6,1,0
"88917",7,1,0
"88918",8,2,1
"88919",9,1,0
"88920",10,2,0
"88921",1,1,1
"88922",2,2,1
"88923",3,2,0
"88924",4,2,0
"88925",5,1,0
"88926",6,2,0
"88927",7,0,1
"88928",8,0,0
"88929",9,1,1
"88930",10,2,0
"88931",1,1,0
"88932",2,3,0
"88933",3,1,0
"88934",4,0,2
"88935",5,1,0
"88936",6,2,0
"88937",7,2,0
"88938",8,1,0
"88939",9,1,0
"88940",10,1,0
"88941",1,0,1
"88942",2,1,0
"88943",3,2,0
"88944",4,1,1
"88945",5,0,2
"88946",6,3,0
"88947",7,1,0
"88948",8,1,1
"88949",9,2,0
"88950",10,1,1
"88951",1,2,0
"88952",2,0,2
"88953",3,1,0
"88954",4,1,1
"88955",5,2,0
"88956",6,2,0
"88957",7,1,1
"88958",8,1,0
"88959",9,0,1
"88960",10,2,0
"88961",1,2,0
"88962",2,2,0
"88963",3,1,0
"88964",4,2,0
"88965",5,2,1
"88966",6,2,0
"88967",7,3,0
"88968",8,0,1
"88969",9,1,2
"88970",10,1,1
"88971",1,2,0
"88972",2,2,0
"88973",3,1,1
"88974",4,1,1
"88975",5,2,0
"88976",6,1,1
"88977",7,2,0
"88978",8,2,1
"88979",9,3,0
"88980",10,0,0
"88981",1,0,0
"88982",2,1,0
"88983",3,2,0
"88984",4,1,2
"88985",5,1,0
"88986",6,3,0
"88987",7,3,0
"88988",8,2,0
"88989",9,1,2
"88990",10,2,0
"88991",1,1,0
"88992",2,0,1
"88993",3,2,1
"88994",4,1,0
"88995",5,1,1
"88996",6,1,0
"88997",7,0,0
"88998",8,2,0
"88999",9,1,0
"89000",10,1,0
"89001",1,0,2
"89002",2,1,1
"89003",3,0,0
"89004",4,2,0
"89005",5,0,0
"89006",6,0,0
"89007",7,1,0
"89008",8,1,1
"89009",9,3,1
"89010",10,1,1
"89011",1,2,1
"89012",2,0,1
"89013",3,1,0
"89014",4,1,2
"89015",5,0,2
"89016",6,1,1
"89017",7,1,0
"89018",8,0,1
"89019",9,1,0
"89020",10,2,0
"89021",1,3,0
"89022",2,1,0
"89023",3,0,1
"89024",4,2,0
"89025",5,1,0
"89026",6,1,0
"89027",7,2,0
"89028",8,3,0
"89029",9,2,1
"89030",10,1,1
"89031",1,0,1
"89032",2,2,0
"89033",3,3,0
"89034",4,1,1
"89035",5,0,1
"89036",6,1,0
"89037",7,1,0
"89038",8,1,0
"89039",9,0,3
"89040",10,1,0
"89041",1,1,1
"89042",2,1,1
"89043",3,1,1
"89044",4,0,2
"89045",5,1,1
"89046",6,2,0
"89047",7,0,0
"89048",8,1,1
"89049",9,0,1
"89050",10,0,2
"89051",1,1,0
"89052",2,1,1
"89053",3,3,0
"89054",4,0,2
"89055",5,2,0
"89056",6,2,0
"89057",7,1,1
"89058",8,1,0
"89059",9,2,0
"89060",10,2,1
"89061",1,2,0
"89062",2,2,0
"89063",3,0,1
"89064",4,0,0
"89065",5,1,0
"89066",6,2,0
"89067",7,2,0
"89068",8,0,2
"89069",9,1,1
"89070",10,2,0
"89071",1,1,0
"89072",2,1,1
"89073",3,1,0
"89074",4,2,0
"89075",5,2,0
"89076",6,1,2
"89077",7,1,1
"89078",8,3,0
"89079",9,0,1
"89080",10,1,0
"89081",1,1,1
"89082",2,0,1
"89083",3,1,2
"89084",4,1,0
"89085",5,2,0
"89086",6,1,0
"89087",7,2,1
"89088",8,2,0
"89089",9,1,1
"89090",10,0,1
"89091",1,0,3
"89092",2,0,0
"89093",3,1,0
"89094",4,1,0
"89095",5,2,0
"89096",6,1,0
"89097",7,1,1
"89098",8,0,3
"89099",9,1,1
"89100",10,2,1
"89101",1,1,1
"89102",2,1,0
"89103",3,0,2
"89104",4,2,0
"89105",5,1,0
"89106",6,1,1
"89107",7,2,0
"89108",8,1,1
"89109",9,0,2
"89110",10,0,2
"89111",1,1,0
"89112",2,1,0
"89113",3,2,0
"89114",4,0,0
"89115",5,1,1
"89116",6,2,1
"89117",7,2,0
"89118",8,0,1
"89119",9,2,1
"89120",10,1,0
"89121",1,1,0
"89122",2,0,1
"89123",3,4,0
"89124",4,2,0
"89125",5,2,0
"89126",6,0,1
"89127",7,3,0
"89128",8,2,1
"89129",9,1,2
"89130",10,0,1
"89131",1,0,1
"89132",2,0,1
"89133",3,1,0
"89134",4,1,0
"89135",5,2,0
"89136",6,1,1
"89137",7,1,1
"89138",8,3,0
"89139",9,1,0
"89140",10,1,0
"89141",1,0,0
"89142",2,2,0
"89143",3,1,1
"89144",4,1,1
"89145",5,2,0
"89146",6,1,1
"89147",7,0,1
"89148",8,0,1
"89149",9,0,2
"89150",10,1,1
"89151",1,0,2
"89152",2,0,1
"89153",3,1,1
"89154",4,0,0
"89155",5,0,1
"89156",6,1,1
"89157",7,1,1
"89158",8,2,0
"89159",9,1,0
"89160",10,1,2
"89161",1,1,0
"89162",2,0,0
"89163",3,2,0
"89164",4,2,2
"89165",5,2,0
"89166",6,0,1
"89167",7,0,2
"89168",8,1,0
"89169",9,0,0
"89170",10,1,0
"89171",1,1,1
"89172",2,1,0
"89173",3,1,0
"89174",4,2,0
"89175",5,2,0
"89176",6,1,1
"89177",7,1,1
"89178",8,2,0
"89179",9,2,0
"89180",10,0,1
"89181",1,1,1
"89182",2,3,0
"89183",3,2,1
"89184",4,2,1
"89185",5,2,0
"89186",6,2,0
"89187",7,1,0
"89188",8,2,0
"89189",9,2,0
"89190",10,0,2
"89191",1,2,0
"89192",2,0,1
"89193",3,2,0
"89194",4,2,1
"89195",5,2,0
"89196",6,2,0
"89197",7,1,1
"89198",8,1,1
"89199",9,0,4
"89200",10,0,1
"89201",1,2,1
"89202",2,0,0
"89203",3,2,0
"89204",4,2,1
"89205",5,2,0
"89206",6,1,0
"89207",7,1,0
"89208",8,4,0
"89209",9,1,1
"89210",10,1,0
"89211",1,0,1
"89212",2,0,1
"89213",3,0,0
"89214",4,1,0
"89215",5,2,0
"89216",6,0,2
"89217",7,0,1
"89218",8,1,1
"89219",9,1,1
"89220",10,3,0
"89221",1,0,0
"89222",2,2,0
"89223",3,1,0
"89224",4,2,0
"89225",5,3,0
"89226",6,1,1
"89227",7,1,0
"89228",8,1,0
"89229",9,0,0
"89230",10,1,1
"89231",1,0,1
"89232",2,4,0
"89233",3,0,3
"89234",4,3,0
"89235",5,2,0
"89236",6,0,2
"89237",7,1,1
"89238",8,0,1
"89239",9,1,0
"89240",10,0,1
"89241",1,1,1
"89242",2,1,1
"89243",3,0,1
"89244",4,1,1
"89245",5,0,1
"89246",6,0,1
"89247",7,1,0
"89248",8,2,1
"89249",9,1,1
"89250",10,1,0
"89251",1,0,1
"89252",2,0,1
"89253",3,1,0
"89254",4,1,0
"89255",5,1,0
"89256",6,0,1
"89257",7,1,0
"89258",8,1,1
"89259",9,2,0
"89260",10,1,0
"89261",1,1,1
"89262",2,2,0
"89263",3,0,0
"89264",4,2,0
"89265",5,2,0
"89266",6,0,3
"89267",7,1,1
"89268",8,1,0
"89269",9,2,1
"89270",10,1,1
"89271",1,1,0
"89272",2,3,0
"89273",3,0,2
"89274",4,1,1
"89275",5,1,0
"89276",6,1,0
"89277",7,1,1
"89278",8,1,0
"89279",9,1,1
"89280",10,0,2
"89281",1,1,0
"89282",2,0,1
"89283",3,2,0
"89284",4,1,2
"89285",5,0,1
"89286",6,1,0
"89287",7,1,0
"89288",8,0,2
"89289",9,2,0
"89290",10,1,1
"89291",1,3,0
"89292",2,1,0
"89293",3,0,0
"89294",4,1,0
"89295",5,3,0
"89296",6,0,2
"89297",7,2,0
"89298",8,3,0
"89299",9,3,0
"89300",10,0,1
"89301",1,1,0
"89302",2,1,0
"89303",3,0,1
"89304",4,1,0
"89305",5,0,3
"89306",6,0,0
"89307",7,2,1
"89308",8,1,2
"89309",9,1,2
"89310",10,3,0
"89311",1,1,0
"89312",2,1,1
"89313",3,2,0
"89314",4,2,0
"89315",5,1,1
"89316",6,1,2
"89317",7,0,2
"89318",8,1,0
"89319",9,1,0
"89320",10,1,1
"89321",1,1,0
"89322",2,1,0
"89323",3,0,1
"89324",4,2,0
"89325",5,3,0
"89326",6,1,1
"89327",7,1,0
"89328",8,1,2
"89329",9,2,0
"89330",10,1,1
"89331",1,1,0
"89332",2,0,1
"89333",3,0,2
"89334",4,2,0
"89335",5,2,0
"89336",6,1,0
"89337",7,1,1
"89338",8,3,0
"89339",9,1,0
"89340",10,1,1
"89341",1,1,1
"89342",2,1,1
"89343",3,1,1
"89344",4,2,1
"89345",5,0,1
"89346",6,1,1
"89347",7,1,0
"89348",8,0,0
"89349",9,1,0
"89350",10,2,0
"89351",1,1,0
"89352",2,1,1
"89353",3,1,1
"89354",4,3,0
"89355",5,0,2
"89356",6,1,1
"89357",7,0,1
"89358",8,1,0
"89359",9,2,0
"89360",10,0,2
"89361",1,2,0
"89362",2,0,2
"89363",3,1,0
"89364",4,1,0
"89365",5,2,0
"89366",6,1,1
"89367",7,0,2
"89368",8,0,0
"89369",9,1,0
"89370",10,1,0
"89371",1,1,1
"89372",2,1,0
"89373",3,1,0
"89374",4,2,0
"89375",5,3,0
"89376",6,0,1
"89377",7,1,0
"89378",8,1,0
"89379",9,1,1
"89380",10,0,2
"89381",1,0,1
"89382",2,3,0
"89383",3,2,0
"89384",4,2,0
"89385",5,2,1
"89386",6,1,0
"89387",7,1,0
"89388",8,0,1
"89389",9,1,0
"89390",10,1,1
"89391",1,0,2
"89392",2,1,1
"89393",3,0,2
"89394",4,2,0
"89395",5,3,0
"89396",6,2,0
"89397",7,0,2
"89398",8,2,1
"89399",9,1,0
"89400",10,2,1
"89401",1,1,0
"89402",2,0,0
"89403",3,1,1
"89404",4,2,2
"89405",5,0,2
"89406",6,3,0
"89407",7,3,0
"89408",8,1,1
"89409",9,2,0
"89410",10,1,0
"89411",1,1,1
"89412",2,2,0
"89413",3,1,1
"89414",4,3,0
"89415",5,1,1
"89416",6,1,2
"89417",7,1,0
"89418",8,1,0
"89419",9,3,0
"89420",10,3,0
"89421",1,2,0
"89422",2,3,1
"89423",3,1,0
"89424",4,1,1
"89425",5,3,0
"89426",6,2,1
"89427",7,0,2
"89428",8,0,1
"89429",9,3,0
"89430",10,0,1
"89431",1,2,0
"89432",2,2,0
"89433",3,1,0
"89434",4,0,0
"89435",5,0,1
"89436",6,1,0
"89437",7,2,0
"89438",8,1,0
"89439",9,1,1
"89440",10,1,0
"89441",1,1,1
"89442",2,1,0
"89443",3,2,1
"89444",4,0,2
"89445",5,2,0
"89446",6,1,1
"89447",7,1,0
"89448",8,0,1
"89449",9,1,0
"89450",10,0,2
"89451",1,1,1
"89452",2,1,0
"89453",3,2,0
"89454",4,2,0
"89455",5,0,0
"89456",6,1,1
"89457",7,1,0
"89458",8,0,1
"89459",9,2,1
"89460",10,1,0
"89461",1,0,1
"89462",2,1,0
"89463",3,2,0
"89464",4,1,0
"89465",5,0,0
"89466",6,3,0
"89467",7,2,0
"89468",8,0,1
"89469",9,2,0
"89470",10,1,1
"89471",1,1,0
"89472",2,3,0
"89473",3,2,0
"89474",4,2,1
"89475",5,4,0
"89476",6,2,0
"89477",7,3,0
"89478",8,0,0
"89479",9,3,0
"89480",10,2,0
"89481",1,1,0
"89482",2,1,2
"89483",3,0,1
"89484",4,1,0
"89485",5,2,0
"89486",6,1,0
"89487",7,1,0
"89488",8,0,1
"89489",9,0,1
"89490",10,2,0
"89491",1,0,1
"89492",2,0,2
"89493",3,1,0
"89494",4,1,1
"89495",5,1,0
"89496",6,1,0
"89497",7,1,2
"89498",8,0,0
"89499",9,1,0
"89500",10,1,0
"89501",1,1,0
"89502",2,3,0
"89503",3,1,0
"89504",4,3,1
"89505",5,3,0
"89506",6,1,1
"89507",7,2,0
"89508",8,1,0
"89509",9,1,0
"89510",10,0,2
"89511",1,1,0
"89512",2,2,0
"89513",3,1,1
"89514",4,0,1
"89515",5,2,0
"89516",6,0,2
"89517",7,2,1
"89518",8,1,0
"89519",9,2,0
"89520",10,2,0
"89521",1,1,0
"89522",2,1,1
"89523",3,1,0
"89524",4,0,1
"89525",5,1,1
"89526",6,2,0
"89527",7,1,1
"89528",8,1,0
"89529",9,0,1
"89530",10,1,0
"89531",1,1,0
"89532",2,2,0
"89533",3,1,0
"89534",4,1,0
"89535",5,3,0
"89536",6,1,1
"89537",7,0,3
"89538",8,1,1
"89539",9,1,1
"89540",10,2,0
"89541",1,0,0
"89542",2,3,0
"89543",3,1,1
"89544",4,1,1
"89545",5,1,1
"89546",6,1,0
"89547",7,1,0
"89548",8,1,1
"89549",9,1,0
"89550",10,1,1
"89551",1,1,1
"89552",2,1,1
"89553",3,1,0
"89554",4,2,0
"89555",5,0,0
"89556",6,0,0
"89557",7,0,1
"89558",8,2,1
"89559",9,0,3
"89560",10,1,0
"89561",1,1,0
"89562",2,0,1
"89563",3,0,2
"89564",4,1,3
"89565",5,1,0
"89566",6,2,0
"89567",7,0,2
"89568",8,1,1
"89569",9,1,1
"89570",10,2,0
"89571",1,1,1
"89572",2,1,2
"89573",3,1,0
"89574",4,1,0
"89575",5,2,0
"89576",6,2,0
"89577",7,1,0
"89578",8,1,2
"89579",9,3,0
"89580",10,1,2
"89581",1,2,0
"89582",2,2,0
"89583",3,0,0
"89584",4,0,2
"89585",5,2,1
"89586",6,2,0
"89587",7,1,1
"89588",8,2,0
"89589",9,2,0
"89590",10,3,1
"89591",1,1,1
"89592",2,3,0
"89593",3,1,1
"89594",4,2,0
"89595",5,1,0
"89596",6,1,0
"89597",7,2,0
"89598",8,1,0
"89599",9,1,0
"89600",10,1,2
"89601",1,1,0
"89602",2,1,0
"89603",3,1,0
"89604",4,1,1
"89605",5,1,1
"89606",6,2,0
"89607",7,2,0
"89608",8,1,0
"89609",9,2,0
"89610",10,2,0
"89611",1,1,0
"89612",2,2,0
"89613",3,4,0
"89614",4,2,1
"89615",5,2,0
"89616",6,0,1
"89617",7,1,2
"89618",8,1,0
"89619",9,1,0
"89620",10,1,1
"89621",1,1,1
"89622",2,2,0
"89623",3,0,1
"89624",4,0,0
"89625",5,3,0
"89626",6,1,0
"89627",7,0,2
"89628",8,1,0
"89629",9,1,1
"89630",10,1,1
"89631",1,1,0
"89632",2,1,1
"89633",3,2,0
"89634",4,0,1
"89635",5,0,0
"89636",6,2,0
"89637",7,2,1
"89638",8,1,0
"89639",9,1,0
"89640",10,1,0
"89641",1,0,0
"89642",2,1,0
"89643",3,3,0
"89644",4,0,2
"89645",5,1,0
"89646",6,1,0
"89647",7,0,2
"89648",8,2,0
"89649",9,2,0
"89650",10,2,1
"89651",1,0,0
"89652",2,1,0
"89653",3,1,1
"89654",4,1,0
"89655",5,2,0
"89656",6,2,0
"89657",7,1,1
"89658",8,2,1
"89659",9,2,0
"89660",10,3,0
"89661",1,2,0
"89662",2,2,0
"89663",3,0,2
"89664",4,2,1
"89665",5,1,0
"89666",6,0,1
"89667",7,0,0
"89668",8,2,0
"89669",9,1,0
"89670",10,0,1
"89671",1,0,2
"89672",2,0,2
"89673",3,2,0
"89674",4,0,0
"89675",5,1,0
"89676",6,2,0
"89677",7,0,2
"89678",8,2,1
"89679",9,2,0
"89680",10,2,1
"89681",1,0,0
"89682",2,1,0
"89683",3,1,0
"89684",4,2,0
"89685",5,2,0
"89686",6,1,0
"89687",7,1,1
"89688",8,2,0
"89689",9,1,0
"89690",10,1,1
"89691",1,1,0
"89692",2,0,0
"89693",3,0,1
"89694",4,1,1
"89695",5,2,0
"89696",6,1,0
"89697",7,1,0
"89698",8,1,0
"89699",9,2,0
"89700",10,3,0
"89701",1,0,0
"89702",2,0,1
"89703",3,1,0
"89704",4,2,1
"89705",5,0,1
"89706",6,0,1
"89707",7,1,1
"89708",8,0,0
"89709",9,2,0
"89710",10,1,0
"89711",1,2,0
"89712",2,0,0
"89713",3,0,0
"89714",4,1,2
"89715",5,2,0
"89716",6,1,1
"89717",7,1,0
"89718",8,2,0
"89719",9,1,0
"89720",10,0,0
"89721",1,1,0
"89722",2,1,1
"89723",3,1,0
"89724",4,0,0
"89725",5,3,0
"89726",6,0,2
"89727",7,0,1
"89728",8,2,0
"89729",9,0,0
"89730",10,2,0
"89731",1,2,0
"89732",2,2,0
"89733",3,1,1
"89734",4,1,0
"89735",5,1,0
"89736",6,1,0
"89737",7,2,1
"89738",8,2,0
"89739",9,0,0
"89740",10,2,0
"89741",1,0,1
"89742",2,0,1
"89743",3,0,2
"89744",4,1,1
"89745",5,0,2
"89746",6,3,0
"89747",7,2,0
"89748",8,2,0
"89749",9,2,0
"89750",10,0,1
"89751",1,1,1
"89752",2,2,0
"89753",3,1,0
"89754",4,1,0
"89755",5,1,1
"89756",6,2,1
"89757",7,1,2
"89758",8,1,2
"89759",9,0,1
"89760",10,0,2
"89761",1,0,1
"89762",2,1,1
"89763",3,3,0
"89764",4,2,0
"89765",5,0,1
"89766",6,0,0
"89767",7,3,0
"89768",8,1,1
"89769",9,1,0
"89770",10,0,1
"89771",1,0,2
"89772",2,1,0
"89773",3,0,1
"89774",4,3,0
"89775",5,1,0
"89776",6,2,1
"89777",7,2,0
"89778",8,4,0
"89779",9,1,0
"89780",10,0,2
"89781",1,2,0
"89782",2,1,1
"89783",3,1,0
"89784",4,1,1
"89785",5,2,0
"89786",6,2,1
"89787",7,0,1
"89788",8,1,0
"89789",9,0,1
"89790",10,2,0
"89791",1,0,0
"89792",2,2,0
"89793",3,2,0
"89794",4,2,0
"89795",5,0,1
"89796",6,1,0
"89797",7,2,0
"89798",8,0,1
"89799",9,1,1
"89800",10,0,0
"89801",1,1,0
"89802",2,0,1
"89803",3,1,0
"89804",4,1,1
"89805",5,1,1
"89806",6,2,0
"89807",7,1,0
"89808",8,0,3
"89809",9,1,0
"89810",10,2,1
"89811",1,1,1
"89812",2,0,0
"89813",3,1,1
"89814",4,2,0
"89815",5,3,0
"89816",6,3,1
"89817",7,2,0
"89818",8,2,0
"89819",9,1,1
"89820",10,0,1
"89821",1,1,1
"89822",2,2,0
"89823",3,1,0
"89824",4,2,0
"89825",5,0,0
"89826",6,0,1
"89827",7,2,0
"89828",8,1,0
"89829",9,0,1
"89830",10,2,0
"89831",1,1,0
"89832",2,0,1
"89833",3,1,0
"89834",4,0,1
"89835",5,0,3
"89836",6,1,2
"89837",7,1,2
"89838",8,0,0
"89839",9,4,0
"89840",10,1,0
"89841",1,1,0
"89842",2,3,0
"89843",3,1,0
"89844",4,2,0
"89845",5,0,0
"89846",6,0,1
"89847",7,1,0
"89848",8,1,1
"89849",9,1,0
"89850",10,0,1
"89851",1,0,1
"89852",2,0,1
"89853",3,1,0
"89854",4,3,0
"89855",5,1,0
"89856",6,1,1
"89857",7,1,0
"89858",8,2,0
"89859",9,0,0
"89860",10,0,0
"89861",1,2,1
"89862",2,2,0
"89863",3,1,0
"89864",4,2,1
"89865",5,0,2
"89866",6,0,0
"89867",7,0,2
"89868",8,1,0
"89869",9,1,1
"89870",10,1,0
"89871",1,1,1
"89872",2,0,1
"89873",3,1,0
"89874",4,2,0
"89875",5,0,1
"89876",6,2,1
"89877",7,1,1
"89878",8,1,1
"89879",9,1,2
"89880",10,1,0
"89881",1,1,0
"89882",2,3,0
"89883",3,2,0
"89884",4,0,1
"89885",5,1,0
"89886",6,1,1
"89887",7,2,0
"89888",8,1,0
"89889",9,0,0
"89890",10,2,1
"89891",1,0,0
"89892",2,0,0
"89893",3,0,1
"89894",4,2,0
"89895",5,4,0
"89896",6,2,1
"89897",7,1,1
"89898",8,2,0
"89899",9,3,0
"89900",10,1,0
"89901",1,1,0
"89902",2,0,0
"89903",3,1,0
"89904",4,2,0
"89905",5,2,0
"89906",6,2,0
"89907",7,0,1
"89908",8,0,0
"89909",9,1,0
"89910",10,2,0
"89911",1,1,0
"89912",2,1,0
"89913",3,1,0
"89914",4,0,1
"89915",5,2,0
"89916",6,2,0
"89917",7,1,1
"89918",8,1,2
"89919",9,0,1
"89920",10,2,0
"89921",1,1,1
"89922",2,2,0
"89923",3,1,1
"89924",4,1,1
"89925",5,1,0
"89926",6,1,1
"89927",7,3,1
"89928",8,1,0
"89929",9,1,0
"89930",10,1,2
"89931",1,0,2
"89932",2,2,2
"89933",3,0,1
"89934",4,2,0
"89935",5,1,0
"89936",6,0,2
"89937",7,2,0
"89938",8,2,0
"89939",9,0,1
"89940",10,0,0
"89941",1,1,0
"89942",2,1,1
"89943",3,1,0
"89944",4,3,0
"89945",5,2,0
"89946",6,1,0
"89947",7,1,0
"89948",8,3,0
"89949",9,2,2
"89950",10,3,0
"89951",1,0,2
"89952",2,1,0
"89953",3,1,1
"89954",4,3,1
"89955",5,2,0
"89956",6,0,1
"89957",7,2,1
"89958",8,2,0
"89959",9,2,1
"89960",10,1,2
"89961",1,0,1
"89962",2,1,0
"89963",3,1,2
"89964",4,3,0
"89965",5,2,0
"89966",6,2,0
"89967",7,3,0
"89968",8,0,1
"89969",9,0,0
"89970",10,0,1
"89971",1,0,2
"89972",2,2,0
"89973",3,1,1
"89974",4,0,0
"89975",5,2,0
"89976",6,0,1
"89977",7,2,0
"89978",8,2,0
"89979",9,0,2
"89980",10,2,1
"89981",1,0,1
"89982",2,0,1
"89983",3,2,0
"89984",4,3,0
"89985",5,0,2
"89986",6,3,0
"89987",7,2,1
"89988",8,0,2
"89989",9,1,0
"89990",10,1,0
"89991",1,0,0
"89992",2,3,0
"89993",3,1,2
"89994",4,2,0
"89995",5,2,0
"89996",6,1,2
"89997",7,1,1
"89998",8,2,1
"89999",9,0,2
"90000",10,0,1
"90001",1,2,0
"90002",2,2,0
